fecha,roa,liquidez,ratio_titulos,flujo_remesas,tasa_pasiva,imae,credito_privado,d2008,d2018,dcovid
2013-05-01,0.008957693292816121,0.2768320216926796,0.14393102663994248,92.7,3.45,1.3270240232636825,70229.06749,0,0,0
2013-06-01,0.01055009606783876,0.26549033957464435,0.14981810288369857,80.9,3.33,1.2303832853951144,70850.75018999999,0,0,0
2013-07-01,0.012223721857674391,0.2721516672177264,0.14491686174021845,86.6,3.53,1.385152156466111,71256.8353,0,0,0
2013-08-01,0.01381727850932674,0.2566366532108499,0.15716060641414994,88.6,3.39,1.3022066786345243,72306.18467,0,0,0
2013-09-01,0.015386030993218641,0.25395313068427433,0.15223662025217816,90.5,3.79,1.2509857045580866,73551.01243999999,0,0,0
2013-10-01,0.017503080099027783,0.25320620116614206,0.14524326156949138,90.3,3.79,1.3002264550274447,76108.07842,0,0,0
2013-11-01,0.019089957450988366,0.2527222103532161,0.12622611039093057,89.1,3.46,1.340489142795833,78111.63115,0,0,0
2013-12-01,0.02131274597490316,0.2601765875637803,0.10824133832087603,111,3.08,1.474217857155617,79746.75307,0,0,0
2014-01-01,0.0019400762922709368,0.265360186102905,0.12159979391597595,85.6,3.63,1.3558619869977815,80523.14192,0,0,0
2014-02-01,0.0035954463462589113,0.26282107038435903,0.13527730190317244,90,3.32,1.297878080659404,81892.89408,0,0,0
2014-03-01,0.005130501186867561,0.28995374727064926,0.12374776349998402,101.6,3.28,1.3204489253175566,82746.91243,0,0,0
2014-04-01,0.0068870444690840825,0.2720536037078862,0.12764790978113366,91.1,3.99,1.2885722013384424,84248.84345,0,0,0
2014-05-01,0.008446541007203207,0.2580803819774088,0.1366724232191468,98.5,3.58,1.3911174035748066,86012.76789,0,0,0
2014-06-01,0.0098960766908658,0.271822861857386,0.13459163512039807,88.4,3.3,1.3007753852960362,86685.91079,0,0,0
2014-07-01,0.011476711630416126,0.2702452935891537,0.13680479371356452,92.6,3.15,1.4372789378602622,87496.89169,0,0,0
2014-08-01,0.01317745830586031,0.2719803285222238,0.13369790425971478,92.2,3.26,1.3304670165721704,88768.15661,0,0,0
2014-09-01,0.014952059046609763,0.2639405783739661,0.1333282965828135,94.7,3.13,1.311953980357829,89674.62721,0,0,0
2014-10-01,0.016738024077481102,0.2776104970653255,0.12466068908877259,93.5,1.68,1.3747363699454356,91113.03609000001,0,0,0
2014-11-01,0.01819612848394681,0.2704879008754713,0.11326102878425269,91,1.48,1.4142367916903067,94490.00361,0,0,0
2014-12-01,0.020161189520102072,0.27896858296808585,0.10529925532582603,116.6,2.38,1.5705863115439471,96132.28145000001,0,0,0
2015-01-01,0.0018434302846389744,0.2680025127847296,0.12197462134575514,88.9,3.28,1.419916625802333,96977.96913,0,0,0
2015-02-01,0.0034972083479804074,0.2738971620918586,0.1210342344525586,94.1,3.32,1.3510642648830455,98206.06359,0,0,0
2015-03-01,0.005394692356427612,0.27413276285140403,0.12166451216068803,106.2,3.96,1.3914497185339885,99197.2799,0,0,0
2015-04-01,0.007094815230146487,0.2791157524991866,0.11419768726475957,94.4,3.19,1.3136712482324011,100536.61064,0,0,0
2015-05-01,0.008667857335209087,0.2812451944254745,0.11828090372665839,104.9,3.63,1.4379295274511918,102077.01495000001,0,0,0
2015-06-01,0.010430267998618922,0.2698995019067242,0.11871705609702737,93.1,3.21,1.3470143612133227,103462.27233,0,0,0
2015-07-01,0.01191845102345735,0.27162765675018075,0.11961532669287203,97.6,3.1,1.51145939100063,105500.28576,0,0,0
2015-08-01,0.013750359874614312,0.2602284183522172,0.11979465661025025,96.6,3.41,1.4159571011450773,106549.17255,0,0,0
2015-09-01,0.01530813632118875,0.2499688602943525,0.12252429082450703,98.7,3.42,1.410247325868167,110960.47297,0,0,0
2015-10-01,0.016915210142251256,0.2527908691725935,0.10884877180866165,102.6,3.19,1.4652449284572233,113414.25432000001,0,0,0
2015-11-01,0.01864515695875266,0.24569901869045216,0.101878253350063,95.7,3.43,1.48504711087416,116236.89344,0,0,0
2015-12-01,0.020629221230413292,0.25828327318832633,0.08474231286897657,120.6,3.38,1.6305520031692184,118724.32829,0,0,0
2016-01-01,0.001908638961908624,0.27038531330415766,0.09051236440391965,91.2,3.25,1.478434105339955,118817.2857,0,0,0
2016-02-01,0.0037236271043726717,0.27086525389405053,0.09148412151461345,103.4,3.82,1.4166050597876998,120114.50894,0,0,0
2016-03-01,0.005575585590019348,0.27994306664708435,0.09071821657459843,107.7,3.35,1.429992466915549,121471.46716,0,0,0
2016-04-01,0.00732999436912314,0.2710823411937641,0.09391510888469899,103.5,3.27,1.408615577055586,123353.12508,0,0,0
2016-05-01,0.009293206100194677,0.24986841003455826,0.09927744458458108,107.4,3.1,1.5311653119258184,125922.02545,0,0,0
2016-06-01,0.011400226228704787,0.25255543327465946,0.09386560722923505,95.5,3.03,1.442354270783287,127787.58593,0,0,0
2016-07-01,0.012939209610487336,0.2653475981853982,0.08929671566352922,98.7,3.57,1.5574349782125525,128548.01886000001,0,0,0
2016-08-01,0.014729960475084333,0.2577118241547604,0.09256070806202472,107.9,4.33,1.4965027764814736,130353.80468,0,0,0
2016-09-01,0.016562446318089414,0.25246805109978887,0.0947475548421198,106.3,3.04,1.4360995174553721,132328.76887,0,0,0
2016-10-01,0.01823825022238276,0.23943720750487366,0.09577582997261178,108.1,3.15,1.4910893767478999,135717.77927,0,0,0
2016-11-01,0.01971642667056421,0.2417721423243699,0.0911398885457006,104.3,3.49,1.5593533506754276,137996.49839999998,0,0,0
2016-12-01,0.022754970936447766,0.24179551855956516,0.09946955821063459,130.1,3.54,1.715835164653362,139532.4981,0,0,0
2017-01-01,0.0021668471124991558,0.25288517722061243,0.08917142970364965,102.1,3.79,1.5998488130276542,141163.641,0,0,0
2017-02-01,0.003692548545548787,0.25854528474625954,0.10206094699161403,107.6,3.94,1.5034221315490728,141120.7842,0,0,0
2017-03-01,0.005885958808668768,0.2634669562073506,0.08887283488726654,113.6,4.11,1.5478762680920641,143641.84029,0,0,0
2017-04-01,0.007684468284244203,0.2553480936578583,0.0979749271960849,108.4,3.88,1.443109487229401,147864.81793,0,0,0
2017-05-01,0.00956995164319641,0.24069966357151665,0.10346699007768705,121.2,3.72,1.6007603259754404,150522.8233,0,0,0
2017-06-01,0.011361115978196376,0.23948625643045948,0.1092206566027199,111.1,3.46,1.5055525725070316,150718.1628,0,0,0
2017-07-01,0.012873558471598465,0.25265643299021934,0.10387570339572898,122.4,3.69,1.610923965244447,152029.04264,0,0,0
2017-08-01,0.014728940128685383,0.24049563060030024,0.11298250566446004,120.4,3.42,1.5465617717751965,153750.83165,0,0,0
2017-09-01,0.016278703612403318,0.2415752320902294,0.10479547194194308,112.8,4.24,1.4791421733651837,155643.85415,0,0,0
2017-10-01,0.017756811741680673,0.24218057056230602,0.10147311126758898,118.5,4.05,1.5474692061195956,158092.68084,0,0,0
2017-11-01,0.01945948462649377,0.2488366485950008,0.08866017755983688,116,4.03,1.6469405685552239,161368.95507999999,0,0,0
2017-12-01,0.02137637641732856,0.2388915755382856,0.10087691520643567,136.7,4.05,1.7638008059480055,161915.82234,0,0,0
2018-01-01,0.0019790800891201416,0.23716446276681744,0.11516009903422399,112.9,4.03,1.6510027854939546,163482.51076,0,1,0
2018-02-01,0.0035963071128308458,0.23859997040407313,0.1183757757551724,116.9,4.51,1.5369016830622237,164143.1972,0,1,0
2018-03-01,0.005203881510594869,0.247886648498846,0.12029081722915508,123.6,4.38,1.5811035729086333,166014.55985,0,1,0
2018-04-01,0.006930558795436167,0.23785655572534067,0.11704295509416728,128.9,4.21,1.5042082306180398,167691.0864,0,1,0
2018-05-01,0.008561728959570105,0.24679853595236537,0.10349341025780617,127.1,3.88,1.5115426668139798,166574.91277,0,1,0
2018-06-01,0.009986585557320833,0.24204460588187118,0.07668652530354225,115.2,4.11,1.302411318022494,163471.84835,0,1,0
2018-07-01,0.0111545598900985,0.256190556850558,0.06942805358125974,124.4,4.78,1.5225387637242869,160564.00126,0,1,0
2018-08-01,0.012447308501563222,0.25101200105657206,0.0648642577718383,126.7,4.85,1.4943352391651268,158554.31407999998,0,1,0
2018-09-01,0.01377499345385739,0.2540374122264865,0.06148861931732576,121.7,5.27,1.4180643594867837,155670.82338999998,0,1,0
2018-10-01,0.015233513332256398,0.24958605923806848,0.06403373380444462,128.9,5.06,1.4356367140880284,152967.44988,0,1,0
2018-11-01,0.016291476723804238,0.2578164690323768,0.06863176919477233,125.4,5.58,1.5415208819165065,151343.06285,0,1,0
2018-12-01,0.017353406274996375,0.24450766885103767,0.0710810935192558,149.5,5.24,1.6639852656474645,147823.47663,0,1,0
2019-01-01,0.0011983126239614704,0.2537468040900299,0.12371382662181522,124.2,5.16,1.5282448171919076,144473.9974,0,0,0
2019-02-01,0.0022686305193242474,0.2952468208154883,0.09994283600749151,122.3,5.31,1.3946150057474866,141507.21309,0,0,0
2019-03-01,0.0033889180486263723,0.3031719992044747,0.10617389858026018,137.3,5.88,1.4092772359537624,138599.25767,0,0,0
2019-04-01,0.004801798341152586,0.30823182176552183,0.11314966669642491,134.5,6.18,1.3939995215956773,135433.09672,0,0,0
2019-05-01,0.005796820578934874,0.31969396237161035,0.11574185563553627,144,6.15,1.4644741557976015,131628.97276,0,0,0
2019-06-01,0.006718918495843141,0.31615394090486126,0.12232119453530105,134.3,5.91,1.3631440716166363,130519.38699,0,0,0
2019-07-01,0.008124071215950407,0.32078395734490095,0.11706392977032909,146.2,5.7,1.512349377598368,127036.63808,0,0,0
2019-08-01,0.009449158222299678,0.3145456032984372,0.1373854066612914,145.5,5.94,1.453082119898414,126026.49033,0,0,0
2019-09-01,0.010321695654291826,0.3133613679470051,0.14936409267424536,139.1,5.85,1.4005493183139506,125227.67098,0,0,0
2019-10-01,0.0117899719918229,0.3090649926326786,0.14826605821932376,144.6,6.09,1.4826849794526862,125833.62604999999,0,0,0
2019-11-01,0.01268075979338138,0.3223494198996996,0.14681268285880736,144.2,5.83,1.560550748004827,126167.63680000001,0,0,0
2019-12-01,0.014410030393119048,0.32137341640042477,0.15117855417707216,166.2,5.29,1.6741143732518038,125673.90063,0,0,0
2020-01-01,0.0013657334522983692,0.3216074866859479,0.15503291195322164,139.2,5.76,1.550293409640975,125319.87256999999,0,0,0
2020-02-01,0.002443055816048931,0.3386730750075932,0.1481947892978356,143.8,5.56,1.466202879321912,125027.08372,0,0,0
2020-03-01,0.003402673558121364,0.3329483395135481,0.1517698214815933,141.5,5.35,1.4163559818208329,125158.57654000001,0,0,1
2020-04-01,0.00446842610216368,0.3436000163305819,0.16223119647945441,122.2,5.43,1.2573249588351652,121587.07893,0,0,1
2020-05-01,0.005281953610114183,0.341774642540795,0.16906148330260987,159.2,5.56,1.3534695282970828,120413.82065,0,0,1
2020-06-01,0.006172934268818571,0.34282838084394684,0.1718672394903375,154.7,5.79,1.305904369101973,120000.73723,0,0,1
2020-07-01,0.0071442339820672164,0.34495668827923104,0.17626986416968274,162.4,4.99,1.4867054095551426,119498.62530000001,0,0,1
2020-08-01,0.008039146363903588,0.3426794316927705,0.18743916714419057,163,4.72,1.4008951019472102,118836.79879,0,0,1
2020-09-01,0.008845266045874602,0.32409360290484907,0.20172357551341472,156.7,4.1,1.4142325401339184,119446.37959,0,0,1
2020-10-01,0.009880770670021896,0.31175535310562635,0.20911687332699985,165.5,3.82,1.482100731531905,120064.34147,0,0,1
2020-11-01,0.010347635561905407,0.3160224276217032,0.2108223220265509,152.3,3.91,1.4590516986848407,121171.84760000001,0,0,1
2020-12-01,0.011034871836098211,0.3158975988841844,0.2095141528374529,190.9,3.42,1.6500883268014288,120973.15345,0,0,1
2021-01-01,0.0012363997033227412,0.3012487726890251,0.22046681367298548,156.1,3.53,1.5612155688097025,120469.91223,0,0,1
2021-02-01,0.002469237400241173,0.3131544265130143,0.21462164523746277,153.6,3.59,1.4898099661627506,121022.57633,0,0,1
2021-03-01,0.0041119102499523824,0.314614732013443,0.2160034741907379,190.7,3.44,1.5353231367716458,121609.1552,0,0,1
2021-04-01,0.005207004359436612,0.33086870007826163,0.21020735055913115,170.8,3.55,1.472849174656743,120601.11643000001,0,0,1
2021-05-01,0.00639450146014792,0.34116147413525183,0.20339642725960524,187.1,4.19,1.6092194337323653,120878.85657,0,0,1
2021-06-01,0.007421284950890716,0.3415857005672285,0.19957604008701715,171.9,3.19,1.5594977879250438,122351.87721,0,0,1
2021-07-01,0.008845606560353228,0.3518437952523211,0.19410027523949333,176.6,3.41,1.66082261985973,122607.55900000001,0,0,1
2021-08-01,0.010182413945079991,0.3500517772359085,0.19691981738969766,174.8,3.49,1.5680873884560653,122333.04531000002,0,0,1
2021-09-01,0.011398571342307873,0.35559756417685,0.19311626447475244,175.7,3.36,1.5286664040777123,122543.16574,0,0,1
2021-10-01,0.012491485710127623,0.3514618829367928,0.19331595357632197,189.3,3.43,1.619841464408085,124349.09704,0,0,1
2021-11-01,0.013611265217590787,0.35128070348490215,0.1891725768104423,186.6,3.87,1.663464552188712,127143.36538999999,0,0,1
2021-12-01,0.01564193076524778,0.3540721768584681,0.18840824321224847,213.7,3.36,1.776438486780827,127321.91618,0,0,1
2022-01-01,0.0017019071710632084,0.3589719030376261,0.18548437302499687,194.7,3.47,1.6521194968027157,127578.92129999999,0,0,0
2022-02-01,0.0031398565283833357,0.3448663063284848,0.1999128808660589,202.2,3.19,1.5363442780858318,128645.37734,0,0,0
2022-03-01,0.00467540595706784,0.34284506452519314,0.20027587987437076,235.7,3.73,1.6122097554306283,130215.71359999999,0,0,0
2022-04-01,0.006009293531271044,0.3301851586314383,0.2049357043856202,233.9,3.11,1.5497261183464062,131624.99731,0,0,0
2022-05-01,0.0076570832946857475,0.3178073983537098,0.20817254543652153,266,3.72,1.6745100257091343,134008.21896,0,0,0
2022-06-01,0.00912453835916201,0.3215368069827656,0.20484274755278528,263.7,3.35,1.6234031627029506,135005.71632,0,0,0
2022-07-01,0.010720022649906584,0.3218429278703176,0.20341022010293838,274.4,2.95,1.7072697650331798,136265.50404,0,0,0
2022-08-01,0.011553207234244887,0.3138790416675187,0.21514783961047657,299.7,3.23,1.6392040204793787,137788.73768,0,0,0
2022-09-01,0.012986112871087904,0.31946393623375646,0.19976857402411555,288.1,3.74,1.5685530539777282,140116.32591,0,0,0
2022-10-01,0.014540282143014973,0.30267486442198044,0.20382162108077098,319.9,3.55,1.6474135668580003,142875.28152000002,0,0,0
2022-11-01,0.015949161895409653,0.30306325085441016,0.19715154576640434,309.5,3.29,1.708018446704567,145806.59386000002,0,0,0
2022-12-01,0.017407350808700452,0.3050183074180436,0.1971347220919281,337.1,3.43,1.8026224962030164,147070.51035,0,0,0
2023-01-01,0.0018679237762560129,0.3039328881007656,0.19282621891451876,317,3.32,1.713290749744171,150492.10564000002,0,0,0
2023-02-01,0.003734701051947755,0.2977993812315845,0.2004942717169772,330.6,3.7,1.5836069692614019,153128.55787999998,0,0,0
2023-03-01,0.005959193173650573,0.2824945176751348,0.19994531660230216,372.7,3.85,1.6529411748388967,156337.12587,0,0,0
2023-04-01,0.0077523611901110425,0.28287271662482005,0.19484420682486897,374.3,3.83,1.5748375591991166,157831.65613,0,0,0
2023-05-01,0.009727505667191069,0.28909094725757933,0.19360591032981328,426.2,3.91,1.7655486882135432,159309.02302,0,0,0
2023-06-01,0.011260570317856987,0.2899799906335735,0.194189070069629,394.2,3.78,1.6668658580599771,160111.44778,0,0,0
2023-07-01,0.013173264045119759,0.29338175010479833,0.1989165246842595,408.9,3.52,1.7958869281667933,160241.83154,0,0,0
2023-08-01,0.01505093771195111,0.29524743561597977,0.19457795542587186,409.8,3.7,1.7416491278251964,162182.38413999998,0,0,0
2023-09-01,0.016568392327631024,0.2846341091855326,0.19472726162323017,399.8,4.27,1.6720755725769234,163529.059,0,0,0
2023-10-01,0.01807212338912449,0.29260775955435414,0.18825494739887702,410.9,4.23,1.7480194148314163,165798.0636,0,0,0
2023-11-01,0.01910724595963152,0.29942898149235975,0.17593403040902145,395.4,4.9,1.783493858817907,170718.65901,0,0,0
2023-12-01,0.020289428574403322,0.3068464275727623,0.16909138547207378,420.3,4.8,1.896400988319551,173589.87961,0,0,0
2024-01-01,0.00198255296799627,0.30105512455730393,0.17147940322786154,366.8,4.51,1.8250839949613151,176325.79387,0,0,0
2024-02-01,0.0035368598069606167,0.29370677129974576,0.1810753228757558,374.5,4.58,1.724241644903751,178414.58646999998,0,0,0
2024-03-01,0.005417706188216377,0.2797174660639418,0.17820104366087666,399.6,4.54,1.6916794120271479,182371.53905,0,0,0
2024-04-01,0.007343015421107621,0.28466583672283546,0.17769784401366137,449.4,4.44,1.701585771537905,185206.38113,0,0,0
2024-05-01,0.00936312030196492,0.28404840468793835,0.1771732856640556,462.4,4.88,1.8331837721252393,187696.05562,0,0,0
2024-06-01,0.011283503527044589,0.2714979767672022,0.17888375786921362,425.1,4.67,1.687475432881712,189285.38205000001,0,0,0
2024-07-01,0.013358682533456158,0.2896884797442475,0.16636229769393585,448.5,4.85,1.8397291862628649,191621.9222,0,0,0
2024-08-01,0.015111313097063947,0.2878541909245305,0.16473532239848382,467.9,4.59,1.7362907823733107,193970.5284,0,0,0
2024-09-01,0.016903002806531914,0.28074768721187743,0.16192354124805697,434.1,4.59,1.679128917665733,197251.64763999998,0,0,0
2024-10-01,0.018951076018154236,0.28682862604759746,0.15377251337207687,455.8,4.52,1.799798905471515,200544.90698,0,0,0
2024-11-01,0.02031081950586739,0.2773572645876326,0.1471659975488224,474.6,4.78,1.8261810552725941,206505.59863999998,0,0,0
2024-12-01,0.02299078178296888,0.2799064930315458,0.1386302030209994,484.4,4.55,1.9877199003821007,209560.83284,0,0,0
2025-01-01,0.0023102445090931924,0.27647003371000434,0.13727595427998482,448.2,4.74,1.8620910756937068,213572.70365,0,0,0
2025-02-01,0.004164010265292255,0.28460342406104705,0.132321964334731,460.9,4.35,1.73489338888153,216375.47278,0,0,0
2025-03-01,0.00582045993087687,0.29025091515379103,0.12588840986839722,532.2,5.17,1.791956743135822,215116.73096000002,0,0,0
2025-04-01,0.007546734224051036,0.3060244311456648,0.12398829166737765,501.8,5.55,1.770375042932702,216009.91122,0,0,0
